Country,WeightPerCountry,WeightEurope,Gender,Question
Germany,0.94,2.08,Man,Neither agree nor disagree
Germany,0.99,2.2,Man,Agree
Netherlands,1.06,0.45,Woman,Agree
Romania,0.97,0.53,Man,Strongly agree
Netherlands,0.93,0.39,Woman,Agree
Belgium,1.01,0.28,Man,Neither agree nor disagree
Poland,1.02,1.03,Woman,Agree
Spain,1.1,1.34,Man,Strongly disagree
Italy,1,1.62,Man,Strongly disagree
Belgium,1.01,0.28,Man,Disagree
Poland,0.96,0.97,Woman,Agree
France,1.01,1.67,Man,Neither agree nor disagree
Belgium,0.9,0.25,Woman,Agree
Czech Republic,0.99,0.21,Woman,Agree
United Kingdom,0.98,1.53,Woman,Disagree
Italy,0.89,1.44,Man,Disagree
Czech Republic,1.03,0.22,Woman,Strongly agree
Spain,1.02,1.25,Woman,Agree
Turkey,0.94,1.59,Man,Strongly disagree
Poland,0.95,0.96,Woman,Neither agree nor disagree
Turkey,0.86,1.46,Woman,Strongly agree
Germany,0.96,2.13,Woman,Disagree
France,1.03,1.69,Woman,Strongly disagree
Germany,0.96,2.14,Man,Disagree
Australia,0.97,,Man,Neither agree nor disagree
Turkey,0.93,1.57,Woman,Disagree
United Kingdom,1.09,1.7,Woman,Neither agree nor disagree
Czech Republic,1,0.21,Woman,Agree
Poland,0.96,0.97,Man,Disagree
Poland,1.11,1.12,Man,Agree
Belgium,1,0.27,Man,Strongly disagree
France,0.97,1.6,Man,Neither agree nor disagree
France,1,1.65,Woman,Agree
Netherlands,0.94,0.39,Woman,Neither agree nor disagree
Turkey,0.94,1.59,Man,Strongly agree
USA,0.96,,Woman,Agree
Belgium,0.97,0.27,Woman,Agree
United Kingdom,0.9,1.41,Woman,Disagree
Australia,0.94,,Woman,Strongly disagree
Italy,0.99,1.61,Woman,Neither agree nor disagree
Australia,0.94,,Woman,Agree
Belgium,0.94,0.26,Woman,Strongly agree
Spain,0.99,1.21,Woman,Agree
Czech Republic,0.96,0.2,Woman,Agree
United Kingdom,0.97,1.52,Woman,Disagree
Netherlands,0.98,0.41,Man,Disagree
Netherlands,0.97,0.4,Man,Agree
USA,0.94,,Woman,Neither agree nor disagree
Germany,0.97,2.15,Man,Neither agree nor disagree
USA,0.94,,Woman,Disagree
Italy,0.99,1.61,Man,Agree
Belgium,0.95,0.26,Woman,Agree
USA,0.94,,Man,Strongly agree
Czech Republic,1.07,0.23,Man,Agree
USA,0.98,,Man,Neither agree nor disagree
Belgium,0.95,0.26,Woman,Disagree
France,0.93,1.53,Woman,Strongly agree
France,0.93,1.53,Woman,Neither agree nor disagree
Germany,1,2.21,Man,Disagree
USA,0.99,,Man,Strongly disagree
Czech Republic,0.99,0.21,Woman,Disagree
Romania,0.97,0.53,Man,Neither agree nor disagree
United Kingdom,1.12,1.76,Man,Strongly disagree
USA,0.97,,Man,Strongly agree
Australia,0.99,,Man,Strongly agree
USA,0.94,,Woman,Strongly agree
Czech Republic,1.06,0.22,Man,Disagree
Poland,1.11,1.12,Man,Disagree
Poland,0.96,0.97,Woman,Agree
Turkey,0.89,1.5,Woman,Agree
Austria,0.95,0.19,Woman,Strongly disagree
Turkey,0.86,1.46,Woman,Disagree
Netherlands,1.02,0.43,Man,Neither agree nor disagree
Belgium,1.06,0.29,Woman,Neither agree nor disagree
Spain,0.98,1.2,Woman,Disagree
Turkey,1.08,1.81,Woman,Agree
USA,0.99,,Woman,Disagree
United Kingdom,0.94,1.47,Man,Strongly disagree
Belgium,1.01,0.28,Man,Disagree
Belgium,0.97,0.26,Woman,Neither agree nor disagree
Belgium,1.06,0.29,Man,Disagree
Germany,0.84,1.87,Woman,Strongly disagree
Australia,1.01,,Woman,Disagree
Australia,1,,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Man,Neither agree nor disagree
Spain,1.03,1.26,Man,Disagree
USA,0.96,,Woman,Strongly disagree
Czech Republic,0.98,0.21,Man,Agree
Italy,1.01,1.63,Man,Agree
France,1.02,1.68,Woman,Disagree
Belgium,1.02,0.28,Man,Strongly agree
USA,1.01,,Man,Agree
Italy,1,1.61,Woman,Neither agree nor disagree
Spain,0.96,1.17,Man,Strongly disagree
Czech Republic,1.12,0.24,Man,Agree
Spain,1.1,1.34,Man,Neither agree nor disagree
France,1.01,1.66,Woman,Strongly disagree
USA,0.98,,Man,Strongly disagree
Germany,1.1,2.45,Man,Strongly disagree
USA,0.92,,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Disagree
Netherlands,0.97,0.4,Man,Neither agree nor disagree
Poland,1,1.01,Woman,Disagree
Germany,1,2.21,Man,Disagree
Poland,0.95,0.96,Woman,Neither agree nor disagree
Australia,0.99,,Man,Strongly disagree
United Kingdom,1.05,1.64,Woman,Agree
Belgium,1.02,0.28,Man,Disagree
France,0.95,1.57,Woman,Disagree
France,0.94,1.54,Man,Agree
Belgium,1.02,0.28,Man,Strongly disagree
Belgium,0.98,0.27,Woman,Strongly agree
Netherlands,0.98,0.41,Man,Disagree
Australia,1.01,,Man,Neither agree nor disagree
United Kingdom,0.92,1.44,Man,Agree
Czech Republic,1.01,0.21,Man,Disagree
Australia,1.09,,Man,Agree
Czech Republic,1,0.21,Woman,Strongly disagree
Spain,0.98,1.2,Man,Disagree
Netherlands,0.97,0.4,Man,Agree
USA,0.95,,Man,Strongly disagree
Italy,0.98,1.59,Man,Neither agree nor disagree
Poland,1.03,1.04,Man,Agree
Germany,0.99,2.21,Woman,Strongly agree
Belgium,1.01,0.27,Man,Agree
Austria,0.95,0.19,Man,Strongly disagree
Germany,1.03,2.29,Woman,Neither agree nor disagree
United Kingdom,0.94,1.47,Woman,Strongly disagree
United Kingdom,1.03,1.62,Man,Agree
Poland,1.03,1.04,Man,Agree
Czech Republic,0.99,0.21,Woman,Strongly disagree
France,0.98,1.62,Woman,Strongly agree
France,0.94,1.56,Woman,Disagree
USA,0.96,,Woman,Disagree
Belgium,0.97,0.26,Woman,Strongly disagree
Netherlands,0.94,0.4,Man,Strongly disagree
Belgium,1.01,0.28,Man,Strongly disagree
Czech Republic,0.98,0.21,Man,Disagree
Australia,0.95,,Woman,Neither agree nor disagree
Netherlands,0.97,0.4,Man,Neither agree nor disagree
Italy,1.01,1.63,Man,Agree
Netherlands,1.03,0.43,Man,Agree
Spain,1.12,1.37,Man,Neither agree nor disagree
Belgium,1.01,0.27,Man,Neither agree nor disagree
Poland,0.95,0.96,Woman,Neither agree nor disagree
Belgium,0.97,0.27,Woman,Agree
Italy,0.98,1.58,Woman,Strongly agree
Australia,0.99,,Man,Disagree
United Kingdom,0.93,1.45,Woman,Neither agree nor disagree
Belgium,1.01,0.27,Man,Neither agree nor disagree
France,1.02,1.68,Woman,Agree
Belgium,0.96,0.26,Woman,Disagree
Belgium,0.95,0.26,Woman,Disagree
Australia,1.12,,Man,Strongly disagree
Italy,0.99,1.61,Woman,Disagree
USA,1,,Woman,Strongly agree
Spain,0.95,1.16,Woman,Strongly agree
France,0.96,1.59,Woman,Disagree
Netherlands,0.94,0.4,Man,Disagree
France,1.14,1.88,Man,Disagree
Germany,0.98,2.17,Man,Agree
France,0.97,1.59,Woman,Neither agree nor disagree
Czech Republic,1,0.21,Woman,Agree
Germany,0.99,2.19,Man,Disagree
Germany,1,2.22,Man,Disagree
Belgium,0.96,0.26,Woman,Agree
Romania,0.98,0.54,Man,Strongly agree
United Kingdom,0.96,1.5,Man,Disagree
Poland,1.02,1.03,Woman,Agree
Belgium,1.02,0.28,Man,Agree
Italy,0.92,1.49,Man,Agree
Netherlands,1.06,0.45,Woman,Agree
Poland,1.11,1.12,Man,Disagree
Belgium,1.01,0.28,Woman,Neither agree nor disagree
Belgium,1.01,0.28,Man,Strongly disagree
Germany,1.04,2.31,Woman,Disagree
Germany,1.11,2.45,Woman,Neither agree nor disagree
Netherlands,1.07,0.45,Man,Disagree
Australia,1,,Woman,Strongly agree
Spain,0.94,1.15,Woman,Strongly disagree
Czech Republic,0.98,0.21,Man,Disagree
Romania,0.98,0.54,Man,Disagree
United Kingdom,0.93,1.45,Woman,Neither agree nor disagree
Australia,1.01,,Man,Disagree
Italy,0.99,1.61,Woman,Disagree
Czech Republic,1,0.21,Man,Neither agree nor disagree
USA,1.03,,Man,Neither agree nor disagree
Poland,0.96,0.97,Woman,Neither agree nor disagree
USA,0.96,,Woman,Agree
United Kingdom,0.97,1.52,Man,Strongly disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Turkey,0.86,1.46,Woman,Strongly agree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Romania,1,0.54,Man,Disagree
Romania,0.95,0.52,Woman,Strongly agree
Australia,0.99,,Man,Neither agree nor disagree
Poland,0.95,0.95,Man,Disagree
Spain,0.93,1.13,Woman,Disagree
Netherlands,1.08,0.45,Man,Neither agree nor disagree
Italy,0.99,1.61,Woman,Neither agree nor disagree
Germany,1.03,2.28,Woman,Disagree
France,0.93,1.54,Woman,Neither agree nor disagree
Belgium,1.01,0.27,Man,Disagree
Australia,0.94,,Woman,Disagree
Poland,1.03,1.04,Man,Strongly disagree
Spain,0.99,1.21,Woman,Neither agree nor disagree
Belgium,1.04,0.28,Man,Neither agree nor disagree
USA,1,,Woman,Strongly disagree
Italy,1.04,1.69,Man,Strongly disagree
United Kingdom,0.96,1.5,Man,Agree
Germany,0.98,2.19,Woman,Neither agree nor disagree
Turkey,0.86,1.46,Woman,Neither agree nor disagree
France,0.93,1.54,Man,Neither agree nor disagree
USA,0.96,,Woman,Disagree
United Kingdom,0.96,1.5,Man,Disagree
Belgium,0.94,0.26,Woman,Strongly disagree
Australia,0.99,,Man,Agree
Belgium,1.02,0.28,Man,Strongly disagree
USA,0.97,,Man,Strongly disagree
Netherlands,1.02,0.43,Man,Neither agree nor disagree
Turkey,1.02,1.71,Man,Neither agree nor disagree
Netherlands,0.96,0.4,Woman,Agree
Belgium,0.95,0.26,Woman,Neither agree nor disagree
Italy,0.99,1.61,Woman,Neither agree nor disagree
United Kingdom,0.96,1.5,Man,Agree
Czech Republic,0.98,0.21,Man,Agree
Germany,1,2.21,Man,Strongly agree
France,0.95,1.56,Woman,Strongly agree
Australia,0.95,,Woman,Agree
Belgium,1.01,0.28,Man,Disagree
Belgium,1.01,0.28,Man,Agree
Italy,1,1.61,Woman,Strongly disagree
USA,0.99,,Man,Strongly disagree
United Kingdom,0.95,1.48,Woman,Disagree
Spain,1.03,1.26,Woman,Agree
Italy,0.98,1.59,Man,Disagree
Australia,1.01,,Man,Neither agree nor disagree
USA,0.94,,Woman,Neither agree nor disagree
Netherlands,0.94,0.4,Man,Neither agree nor disagree
Belgium,1.49,0.41,Man,Agree
Australia,0.96,,Woman,Disagree
Belgium,1.01,0.28,Woman,Neither agree nor disagree
Romania,0.98,0.54,Man,Disagree
Australia,0.95,,Man,Strongly disagree
Germany,0.94,2.09,Man,Strongly disagree
USA,0.99,,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Strongly agree
Spain,1.12,1.37,Man,Strongly disagree
Germany,0.94,2.09,Woman,Strongly disagree
Czech Republic,1.01,0.21,Man,Agree
France,0.94,1.55,Woman,Strongly disagree
Romania,1.14,0.62,Man,Strongly disagree
Belgium,1.01,0.28,Man,Strongly disagree
Italy,0.99,1.61,Man,Strongly disagree
Spain,1.04,1.27,Woman,Agree
United Kingdom,0.97,1.52,Man,Strongly disagree
Turkey,0.89,1.5,Woman,Neither agree nor disagree
Germany,0.98,2.17,Woman,Neither agree nor disagree
France,1.14,1.88,Man,Disagree
Romania,0.97,0.53,Man,Strongly disagree
USA,0.94,,Woman,Strongly agree
Spain,1.02,1.25,Woman,Agree
France,1.07,1.76,Woman,Neither agree nor disagree
United Kingdom,1.02,1.6,Man,Neither agree nor disagree
USA,0.96,,Woman,Disagree
Netherlands,1,0.42,Man,Agree
Romania,0.98,0.54,Man,Strongly agree
Australia,0.97,,Woman,Disagree
United Kingdom,1.2,1.88,Man,Strongly disagree
Romania,0.95,0.52,Man,Disagree
United Kingdom,1.03,1.62,Man,Neither agree nor disagree
Italy,1.04,1.69,Man,Agree
Romania,0.95,0.52,Man,Agree
Germany,0.98,2.17,Woman,Neither agree nor disagree
Turkey,0.89,1.5,Woman,Disagree
Romania,0.96,0.52,Woman,Neither agree nor disagree
Germany,0.87,1.93,Woman,Strongly agree
Spain,0.98,1.2,Woman,Agree
Netherlands,1.01,0.42,Woman,Strongly disagree
Italy,1,1.61,Man,Agree
Turkey,1.08,1.81,Woman,Agree
USA,1.02,,Man,Disagree
France,0.94,1.56,Woman,Strongly agree
France,0.96,1.58,Woman,Neither agree nor disagree
Italy,0.94,1.52,Man,Strongly disagree
Czech Republic,0.98,0.21,Woman,Disagree
Australia,1.01,,Man,Neither agree nor disagree
USA,0.94,,Woman,Strongly disagree
Spain,0.97,1.19,Man,Disagree
Netherlands,0.95,0.4,Woman,Disagree
United Kingdom,0.94,1.47,Man,Disagree
United Kingdom,0.92,1.44,Woman,Neither agree nor disagree
USA,0.99,,Man,Agree
Spain,1.05,1.29,Man,Agree
Belgium,0.97,0.27,Woman,Strongly agree
Romania,0.95,0.52,Woman,Neither agree nor disagree
Italy,1.06,1.71,Woman,Strongly disagree
Belgium,1.01,0.27,Man,Strongly disagree
Belgium,0.99,0.27,Man,Agree
Belgium,0.92,0.25,Woman,Neither agree nor disagree
France,0.96,1.58,Woman,Disagree
France,0.99,1.63,Man,Agree
Australia,1.03,,Man,Neither agree nor disagree
Netherlands,0.99,0.41,Man,Disagree
Italy,1.01,1.63,Man,Neither agree nor disagree
Australia,1.24,,Man,Disagree
Belgium,0.99,0.27,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Man,Agree
Spain,1.09,1.33,Woman,Strongly disagree
Belgium,0.95,0.26,Woman,Agree
USA,0.97,,Man,Strongly disagree
Germany,0.99,2.2,Man,Strongly disagree
Germany,0.87,1.93,Man,Strongly disagree
Germany,0.98,2.17,Woman,Strongly disagree
Belgium,0.97,0.27,Woman,Strongly disagree
Czech Republic,0.98,0.21,Man,Strongly agree
Italy,1,1.62,Man,Disagree
United Kingdom,0.95,1.48,Woman,Strongly disagree
Spain,1.12,1.37,Man,Agree
Australia,1.01,,Man,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Agree
Belgium,1.05,0.29,Woman,Strongly disagree
Netherlands,1.02,0.43,Man,Strongly agree
France,0.99,1.63,Man,Disagree
Belgium,1.01,0.28,Man,Strongly disagree
Turkey,1.02,1.71,Man,Neither agree nor disagree
USA,0.99,,Man,Agree
Turkey,0.94,1.59,Man,Disagree
United Kingdom,0.93,1.46,Man,Strongly disagree
Australia,1.01,,Man,Strongly disagree
Belgium,1.01,0.27,Man,Neither agree nor disagree
USA,1.02,,Man,Disagree
Spain,1.05,1.28,Man,Neither agree nor disagree
Netherlands,0.98,0.41,Woman,Strongly disagree
Netherlands,0.98,0.41,Man,Strongly agree
Italy,1.05,1.7,Woman,Disagree
Belgium,0.92,0.25,Woman,Disagree
Germany,1.11,2.45,Woman,Agree
France,1.09,1.79,Woman,Disagree
Czech Republic,0.97,0.2,Man,Neither agree nor disagree
United Kingdom,0.98,1.53,Woman,Disagree
United Kingdom,0.93,1.45,Woman,Neither agree nor disagree
Australia,0.98,,Man,Agree
Belgium,0.9,0.25,Woman,Neither agree nor disagree
Austria,1.06,0.21,Man,Strongly agree
France,0.97,1.59,Man,Neither agree nor disagree
USA,0.97,,Man,Strongly disagree
Australia,0.98,,Man,Disagree
Belgium,1.06,0.29,Woman,Strongly disagree
Germany,0.97,2.16,Man,Disagree
Belgium,0.92,0.25,Woman,Agree
Italy,0.98,1.59,Man,Neither agree nor disagree
Belgium,0.97,0.26,Woman,Disagree
Belgium,1.01,0.28,Man,Agree
Germany,0.97,2.15,Woman,Disagree
France,0.96,1.58,Man,Agree
France,0.99,1.64,Woman,Neither agree nor disagree
Spain,1.11,1.35,Man,Disagree
France,0.97,1.6,Woman,Neither agree nor disagree
Spain,1.03,1.26,Man,Agree
Italy,1.01,1.63,Woman,Agree
Belgium,1.49,0.41,Man,Neither agree nor disagree
Australia,1.03,,Woman,Neither agree nor disagree
Czech Republic,1.01,0.21,Man,Neither agree nor disagree
Belgium,0.97,0.27,Woman,Strongly disagree
USA,1.03,,Woman,Strongly agree
USA,0.99,,Woman,Strongly disagree
Spain,0.97,1.18,Man,Strongly disagree
United Kingdom,0.95,1.49,Woman,Strongly disagree
Czech Republic,1,0.21,Woman,Neither agree nor disagree
Italy,1.05,1.7,Woman,Disagree
Netherlands,1.14,0.48,Man,Neither agree nor disagree
Romania,1,0.54,Woman,Agree
Romania,1,0.54,Man,Neither agree nor disagree
Germany,0.98,2.18,Man,Neither agree nor disagree
United Kingdom,0.94,1.47,Man,Strongly disagree
Belgium,0.99,0.27,Man,Neither agree nor disagree
Netherlands,0.99,0.41,Man,Strongly disagree
Spain,1.04,1.27,Man,Strongly agree
Belgium,1.01,0.27,Man,Disagree
Germany,1.07,2.38,Woman,Agree
Italy,1.06,1.72,Woman,Strongly disagree
Belgium,1.01,0.28,Man,Neither agree nor disagree
Germany,1.09,2.42,Woman,Strongly disagree
USA,0.99,,Woman,Disagree
Spain,1.04,1.27,Woman,Strongly disagree
United Kingdom,0.94,1.48,Woman,Disagree
Australia,0.97,,Woman,Disagree
Italy,1,1.61,Woman,Strongly agree
USA,0.92,,Woman,Neither agree nor disagree
France,1,1.65,Woman,Agree
Netherlands,0.95,0.4,Woman,Disagree
Netherlands,0.97,0.4,Man,Agree
Germany,1,2.22,Woman,Neither agree nor disagree
United Kingdom,0.96,1.5,Man,Agree
Germany,1.01,2.24,Man,Neither agree nor disagree
Australia,0.95,,Woman,Neither agree nor disagree
Belgium,0.95,0.26,Woman,Neither agree nor disagree
Belgium,0.97,0.27,Woman,Agree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Spain,1.02,1.24,Woman,Strongly disagree
USA,0.99,,Woman,Disagree
Spain,1.01,1.23,Woman,Strongly agree
Italy,0.92,1.49,Man,Disagree
United Kingdom,0.96,1.5,Man,Disagree
Netherlands,0.95,0.4,Woman,Disagree
France,0.94,1.55,Woman,Strongly disagree
Czech Republic,1.12,0.24,Man,Neither agree nor disagree
Belgium,1.02,0.28,Man,Strongly disagree
United Kingdom,0.92,1.44,Man,Disagree
Spain,0.99,1.21,Woman,Agree
Australia,0.95,,Woman,Neither agree nor disagree
Netherlands,1.05,0.44,Man,Disagree
USA,1.06,,Man,Strongly disagree
Germany,0.99,2.2,Man,Strongly disagree
United Kingdom,1.11,1.74,Man,Neither agree nor disagree
Australia,0.95,,Woman,Neither agree nor disagree
Germany,1.03,2.29,Woman,Neither agree nor disagree
Belgium,1.13,0.31,Woman,Disagree
Italy,0.92,1.49,Man,Strongly disagree
USA,0.97,,Man,Disagree
France,1.15,1.9,Man,Strongly disagree
USA,0.97,,Woman,Neither agree nor disagree
Spain,1.04,1.27,Woman,Agree
Spain,0.99,1.21,Woman,Disagree
Netherlands,0.97,0.4,Woman,Agree
Germany,0.87,1.93,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Man,Disagree
France,0.97,1.6,Woman,Disagree
Czech Republic,0.97,0.2,Man,Disagree
France,0.97,1.61,Woman,Disagree
Romania,0.97,0.53,Woman,Agree
Romania,0.97,0.53,Man,Disagree
Italy,0.94,1.52,Man,Strongly disagree
Turkey,0.89,1.5,Woman,Agree
United Kingdom,1.05,1.65,Woman,Agree
Belgium,0.96,0.26,Woman,Disagree
Belgium,1.02,0.28,Man,Neither agree nor disagree
Romania,0.97,0.53,Woman,Strongly disagree
Czech Republic,0.99,0.21,Woman,Neither agree nor disagree
United Kingdom,0.94,1.48,Man,Agree
Germany,0.98,2.17,Man,Disagree
Germany,1.08,2.41,Man,Neither agree nor disagree
Spain,0.95,1.16,Man,Strongly disagree
Spain,1.03,1.26,Woman,Strongly agree
Italy,1.03,1.66,Woman,Strongly disagree
Belgium,0.97,0.27,Woman,Disagree
USA,0.94,,Woman,Strongly disagree
Netherlands,1.02,0.43,Man,Disagree
Belgium,0.96,0.26,Woman,Strongly disagree
Turkey,1.02,1.71,Man,Agree
France,0.98,1.62,Woman,Strongly agree
Belgium,0.9,0.25,Woman,Neither agree nor disagree
Romania,0.95,0.52,Woman,Agree
Italy,0.99,1.6,Man,Neither agree nor disagree
Belgium,1.04,0.28,Man,Neither agree nor disagree
Romania,1,0.54,Man,Strongly disagree
United Kingdom,0.96,1.5,Man,Disagree
Australia,1.01,,Woman,Neither agree nor disagree
France,0.96,1.59,Woman,Neither agree nor disagree
Germany,0.97,2.16,Man,Strongly disagree
Belgium,1.18,0.32,Man,Disagree
USA,1.01,,Man,Agree
Belgium,0.96,0.26,Woman,Strongly disagree
Belgium,0.97,0.27,Woman,Neither agree nor disagree
Netherlands,0.99,0.41,Man,Strongly disagree
Netherlands,1.02,0.43,Man,Agree
Belgium,0.98,0.27,Woman,Disagree
Austria,0.97,0.19,Woman,Disagree
Italy,1.06,1.72,Man,Disagree
United Kingdom,1.2,1.88,Man,Disagree
Australia,1.02,,Woman,Neither agree nor disagree
USA,0.94,,Woman,Disagree
France,0.97,1.59,Man,Agree
United Kingdom,0.97,1.52,Man,Strongly disagree
Australia,1.02,,Man,Strongly disagree
Australia,0.95,,Woman,Neither agree nor disagree
Germany,0.93,2.07,Man,Strongly disagree
Netherlands,0.98,0.41,Man,Disagree
Spain,1.02,1.24,Man,Strongly disagree
USA,0.99,,Man,Strongly disagree
Germany,0.94,2.09,Woman,Strongly agree
France,0.95,1.57,Man,Disagree
Turkey,0.89,1.5,Woman,Neither agree nor disagree
Italy,1.01,1.64,Woman,Neither agree nor disagree
Belgium,0.98,0.27,Woman,Neither agree nor disagree
Belgium,0.97,0.26,Woman,Agree
France,0.96,1.58,Woman,Disagree
Spain,1.04,1.27,Man,Agree
Italy,0.98,1.59,Man,Disagree
Spain,1.05,1.28,Man,Strongly disagree
Belgium,1.01,0.27,Man,Disagree
Belgium,0.99,0.27,Man,Agree
Netherlands,0.99,0.41,Man,Strongly agree
USA,0.97,,Man,Strongly disagree
United Kingdom,0.93,1.46,Man,Agree
Turkey,0.89,1.51,Man,Strongly disagree
Australia,0.97,,Woman,Strongly agree
USA,0.97,,Woman,Agree
Netherlands,0.98,0.41,Woman,Disagree
Italy,1.05,1.7,Woman,Agree
Germany,0.99,2.21,Man,Agree
France,0.94,1.55,Woman,Disagree
Czech Republic,0.97,0.2,Woman,Strongly disagree
Spain,1.05,1.28,Man,Strongly disagree
Czech Republic,0.97,0.21,Woman,Agree
Belgium,1.05,0.29,Man,Agree
Turkey,0.94,1.59,Man,Neither agree nor disagree
United Kingdom,1.03,1.62,Man,Strongly disagree
Italy,0.99,1.61,Woman,Neither agree nor disagree
Belgium,1.04,0.28,Man,Neither agree nor disagree
Belgium,0.97,0.26,Woman,Neither agree nor disagree
Germany,0.84,1.87,Woman,Disagree
France,0.97,1.6,Man,Neither agree nor disagree
Netherlands,0.96,0.4,Woman,Strongly disagree
France,0.96,1.59,Woman,Agree
USA,1.04,,Woman,Strongly agree
Australia,1.01,,Man,Strongly disagree
Czech Republic,1,0.21,Man,Neither agree nor disagree
Belgium,1.02,0.28,Man,Neither agree nor disagree
Australia,0.95,,Woman,Agree
United Kingdom,0.94,1.47,Man,Neither agree nor disagree
Netherlands,0.95,0.4,Woman,Strongly disagree
Turkey,0.89,1.5,Woman,Agree
Austria,1.02,0.2,Woman,Strongly disagree
United Kingdom,0.92,1.44,Man,Strongly disagree
Australia,0.99,,Woman,Agree
Italy,1.05,1.69,Woman,Disagree
Netherlands,0.98,0.41,Man,Agree
Germany,1.03,2.29,Man,Neither agree nor disagree
USA,0.95,,Woman,Strongly disagree
Spain,0.89,1.09,Man,Strongly disagree
Belgium,0.85,0.23,Woman,Agree
France,1.08,1.78,Woman,Agree
Germany,0.94,2.09,Man,Agree
Italy,0.97,1.58,Man,Disagree
Spain,0.93,1.14,Woman,Agree
Australia,0.98,,Man,Strongly disagree
United Kingdom,1.12,1.76,Man,Agree
USA,1.02,,Man,Strongly disagree
Belgium,1.01,0.28,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Man,Strongly disagree
Czech Republic,1.05,0.22,Man,Disagree
United Kingdom,0.96,1.51,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Disagree
Australia,1.04,,Woman,Agree
Netherlands,0.95,0.4,Woman,Disagree
Italy,1.06,1.72,Man,Neither agree nor disagree
Italy,0.94,1.52,Man,Strongly disagree
Spain,1.02,1.25,Man,Disagree
Turkey,0.94,1.59,Man,Agree
USA,1.02,,Man,Strongly disagree
USA,0.95,,Man,Strongly agree
Romania,0.97,0.53,Woman,Agree
United Kingdom,0.98,1.53,Woman,Disagree
Germany,0.97,2.15,Woman,Strongly disagree
France,0.93,1.53,Woman,Neither agree nor disagree
Germany,1.01,2.24,Man,Neither agree nor disagree
USA,1.05,,Woman,Strongly agree
Turkey,0.89,1.51,Man,Agree
Belgium,1.06,0.29,Woman,Strongly agree
Belgium,1.01,0.28,Man,Disagree
Germany,1,2.22,Woman,Disagree
Netherlands,0.98,0.41,Woman,Strongly disagree
Australia,0.98,,Woman,Strongly agree
Spain,1,1.22,Woman,Strongly disagree
Netherlands,1.02,0.43,Man,Disagree
Czech Republic,0.97,0.2,Man,Disagree
France,1.06,1.75,Woman,Strongly agree
Netherlands,0.95,0.4,Woman,Disagree
Turkey,0.89,1.51,Man,Strongly agree
Spain,1.02,1.25,Woman,Disagree
France,0.96,1.59,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Czech Republic,0.99,0.21,Man,Disagree
Italy,1.05,1.69,Woman,Agree
Australia,0.97,,Woman,Agree
